,datetime,true_aqi,predicted_aqi,city
11688,2024-08-02 21:00:00,5,5,Chiang Mai
11691,2024-08-02 22:00:00,5,5,Bangkok
11690,2024-08-02 22:00:00,4,4,Chiang Mai
11692,2024-08-02 23:00:00,3,3,Chiang Mai
11693,2024-08-02 23:00:00,4,4,Bangkok
11694,2024-08-03 00:00:00,3,5,Chiang Mai
11695,2024-08-03 00:00:00,5,5,Bangkok
11696,2024-08-03 01:00:00,5,5,Chiang Mai
11697,2024-08-03 01:00:00,5,5,Bangkok
11698,2024-08-03 02:00:00,3,3,Chiang Mai
11699,2024-08-03 02:00:00,5,5,Bangkok
11700,2024-08-03 03:00:00,5,5,Chiang Mai
11701,2024-08-03 03:00:00,4,4,Bangkok
11703,2024-08-03 04:00:00,5,5,Bangkok
11702,2024-08-03 04:00:00,3,3,Chiang Mai
11704,2024-08-03 05:00:00,5,5,Chiang Mai
11705,2024-08-03 05:00:00,5,5,Bangkok
11706,2024-08-03 06:00:00,4,4,Chiang Mai
11707,2024-08-03 06:00:00,5,5,Bangkok
11708,2024-08-03 07:00:00,4,4,Chiang Mai
11709,2024-08-03 07:00:00,4,4,Bangkok
11710,2024-08-03 08:00:00,5,5,Chiang Mai
11711,2024-08-03 08:00:00,5,5,Bangkok
11712,2024-08-03 09:00:00,5,5,Chiang Mai
11713,2024-08-03 09:00:00,5,5,Bangkok
11715,2024-08-03 10:00:00,5,5,Bangkok
11714,2024-08-03 10:00:00,3,3,Chiang Mai
11716,2024-08-03 11:00:00,5,5,Chiang Mai
11717,2024-08-03 11:00:00,4,4,Bangkok
11718,2024-08-03 12:00:00,4,5,Chiang Mai
11719,2024-08-03 12:00:00,5,5,Bangkok
11720,2024-08-03 13:00:00,5,5,Chiang Mai
11721,2024-08-03 13:00:00,5,5,Bangkok
11722,2024-08-03 14:00:00,5,5,Bangkok
11723,2024-08-03 14:00:00,4,3,Chiang Mai
11724,2024-08-03 15:00:00,4,4,Bangkok
11725,2024-08-03 15:00:00,5,5,Chiang Mai
11727,2024-08-03 16:00:00,5,5,Chiang Mai
11726,2024-08-03 16:00:00,5,5,Bangkok
11728,2024-08-03 17:00:00,3,3,Chiang Mai
11729,2024-08-03 17:00:00,4,3,Bangkok
11730,2024-08-03 18:00:00,4,4,Chiang Mai
11731,2024-08-03 18:00:00,4,5,Bangkok
11732,2024-08-03 19:00:00,5,5,Bangkok
11733,2024-08-03 19:00:00,3,3,Chiang Mai
11734,2024-08-03 20:00:00,4,4,Bangkok
11735,2024-08-03 20:00:00,3,3,Chiang Mai
11736,2024-08-03 21:00:00,5,4,Chiang Mai
11737,2024-08-03 21:00:00,4,5,Bangkok
11738,2024-08-03 22:00:00,1,1,Bangkok
11739,2024-08-03 22:00:00,5,4,Chiang Mai
11741,2024-08-03 23:00:00,3,3,Chiang Mai
11740,2024-08-03 23:00:00,5,5,Bangkok
11742,2024-08-04 00:00:00,5,5,Bangkok
11743,2024-08-04 00:00:00,5,5,Chiang Mai
11744,2024-08-04 01:00:00,5,5,Chiang Mai
11745,2024-08-04 01:00:00,5,5,Bangkok
11746,2024-08-04 02:00:00,3,3,Bangkok
11747,2024-08-04 02:00:00,2,2,Chiang Mai
11748,2024-08-04 03:00:00,5,5,Bangkok
11749,2024-08-04 03:00:00,4,4,Chiang Mai
11750,2024-08-04 04:00:00,5,5,Chiang Mai
11751,2024-08-04 04:00:00,5,5,Bangkok
11753,2024-08-04 05:00:00,4,4,Chiang Mai
11752,2024-08-04 05:00:00,4,4,Bangkok
11754,2024-08-04 06:00:00,4,4,Bangkok
11755,2024-08-04 06:00:00,5,5,Chiang Mai
11756,2024-08-04 07:00:00,5,5,Bangkok
11757,2024-08-04 07:00:00,5,5,Chiang Mai
11758,2024-08-04 08:00:00,5,4,Chiang Mai
11759,2024-08-04 08:00:00,3,5,Bangkok
11760,2024-08-04 09:00:00,5,5,Bangkok
11761,2024-08-04 09:00:00,5,5,Chiang Mai
11762,2024-08-04 10:00:00,4,4,Chiang Mai
11763,2024-08-04 10:00:00,5,5,Bangkok
11765,2024-08-04 11:00:00,5,5,Bangkok
11764,2024-08-04 11:00:00,4,5,Chiang Mai
11766,2024-08-04 12:00:00,5,4,Chiang Mai
11767,2024-08-04 12:00:00,5,5,Bangkok
11768,2024-08-04 13:00:00,4,4,Chiang Mai
11769,2024-08-04 13:00:00,4,4,Bangkok
11770,2024-08-04 14:00:00,5,5,Chiang Mai
11771,2024-08-04 14:00:00,5,5,Bangkok
11772,2024-08-04 15:00:00,5,5,Bangkok
11773,2024-08-04 15:00:00,2,3,Chiang Mai
11774,2024-08-04 16:00:00,4,4,Chiang Mai
11775,2024-08-04 16:00:00,5,5,Bangkok
11777,2024-08-04 17:00:00,5,5,Bangkok
11776,2024-08-04 17:00:00,5,5,Chiang Mai
11778,2024-08-04 18:00:00,5,5,Chiang Mai
11779,2024-08-04 18:00:00,4,4,Bangkok
11780,2024-08-04 19:00:00,3,2,Bangkok
11781,2024-08-04 19:00:00,4,5,Chiang Mai
11782,2024-08-04 20:00:00,5,5,Bangkok
11783,2024-08-04 20:00:00,5,5,Chiang Mai
11784,2024-08-04 21:00:00,3,5,Bangkok
11785,2024-08-04 21:00:00,5,5,Chiang Mai
11786,2024-08-04 22:00:00,5,5,Chiang Mai
11787,2024-08-04 22:00:00,4,3,Bangkok
11789,2024-08-04 23:00:00,5,5,Chiang Mai
11788,2024-08-04 23:00:00,5,5,Bangkok
11791,2024-08-05 00:00:00,5,4,Chiang Mai
11790,2024-08-05 00:00:00,3,3,Bangkok
11792,2024-08-05 01:00:00,2,3,Bangkok
11793,2024-08-05 01:00:00,5,5,Chiang Mai
11794,2024-08-05 02:00:00,3,3,Bangkok
11795,2024-08-05 02:00:00,5,5,Chiang Mai
11796,2024-08-05 03:00:00,4,4,Chiang Mai
11797,2024-08-05 03:00:00,3,3,Bangkok
11798,2024-08-05 04:00:00,4,4,Chiang Mai
11799,2024-08-05 04:00:00,4,4,Bangkok
11800,2024-08-05 05:00:00,4,4,Bangkok
11801,2024-08-05 05:00:00,5,5,Chiang Mai
11802,2024-08-05 06:00:00,5,5,Bangkok
11803,2024-08-05 06:00:00,3,2,Chiang Mai
11805,2024-08-05 07:00:00,5,5,Chiang Mai
11804,2024-08-05 07:00:00,4,4,Bangkok
11806,2024-08-05 08:00:00,4,4,Bangkok
11807,2024-08-05 08:00:00,3,3,Chiang Mai
11808,2024-08-05 09:00:00,1,1,Chiang Mai
11809,2024-08-05 09:00:00,4,4,Bangkok
11810,2024-08-05 10:00:00,3,3,Bangkok
11811,2024-08-05 10:00:00,4,4,Chiang Mai
11812,2024-08-05 11:00:00,5,5,Bangkok
11813,2024-08-05 11:00:00,4,4,Chiang Mai
11814,2024-08-05 12:00:00,4,5,Bangkok
11815,2024-08-05 12:00:00,5,5,Chiang Mai
11817,2024-08-05 13:00:00,5,5,Chiang Mai
11816,2024-08-05 13:00:00,5,5,Bangkok
11818,2024-08-05 14:00:00,5,5,Bangkok
11819,2024-08-05 14:00:00,5,5,Chiang Mai
11820,2024-08-05 15:00:00,5,5,Bangkok
11821,2024-08-05 15:00:00,4,3,Chiang Mai
11822,2024-08-05 16:00:00,2,5,Chiang Mai
11823,2024-08-05 16:00:00,5,5,Bangkok
11824,2024-08-05 17:00:00,5,5,Bangkok
11825,2024-08-05 17:00:00,3,3,Chiang Mai
11826,2024-08-05 18:00:00,5,5,Chiang Mai
11827,2024-08-05 18:00:00,5,5,Bangkok
11829,2024-08-05 19:00:00,5,5,Chiang Mai
11828,2024-08-05 19:00:00,3,3,Bangkok
11830,2024-08-05 20:00:00,4,4,Chiang Mai
11831,2024-08-05 20:00:00,4,5,Bangkok
11832,2024-08-05 21:00:00,2,3,Chiang Mai
11833,2024-08-05 21:00:00,5,5,Bangkok
11834,2024-08-05 22:00:00,5,5,Chiang Mai
11835,2024-08-05 22:00:00,5,5,Bangkok
11836,2024-08-05 23:00:00,5,5,Chiang Mai
11837,2024-08-05 23:00:00,5,5,Bangkok
11839,2024-08-06 00:00:00,5,5,Bangkok
11838,2024-08-06 00:00:00,5,5,Chiang Mai
11841,2024-08-06 01:00:00,2,2,Bangkok
11840,2024-08-06 01:00:00,5,5,Chiang Mai
11842,2024-08-06 02:00:00,5,5,Chiang Mai
11843,2024-08-06 02:00:00,4,3,Bangkok
11844,2024-08-06 03:00:00,3,5,Chiang Mai
11845,2024-08-06 03:00:00,3,3,Bangkok
11846,2024-08-06 04:00:00,5,5,Chiang Mai
11847,2024-08-06 04:00:00,5,5,Bangkok
11848,2024-08-06 05:00:00,5,5,Bangkok
11849,2024-08-06 05:00:00,4,4,Chiang Mai
11850,2024-08-06 06:00:00,5,4,Chiang Mai
11851,2024-08-06 06:00:00,5,5,Bangkok
11853,2024-08-06 07:00:00,5,5,Chiang Mai
11852,2024-08-06 07:00:00,5,5,Bangkok
11854,2024-08-06 08:00:00,5,5,Bangkok
11855,2024-08-06 08:00:00,5,5,Chiang Mai
11856,2024-08-06 09:00:00,5,5,Bangkok
11857,2024-08-06 09:00:00,4,4,Chiang Mai
11858,2024-08-06 10:00:00,5,5,Bangkok
11859,2024-08-06 10:00:00,5,5,Chiang Mai
11860,2024-08-06 11:00:00,4,4,Bangkok
11861,2024-08-06 11:00:00,5,3,Chiang Mai
11862,2024-08-06 12:00:00,4,5,Bangkok
11863,2024-08-06 12:00:00,4,4,Chiang Mai
11865,2024-08-06 13:00:00,5,5,Chiang Mai
11864,2024-08-06 13:00:00,5,5,Bangkok
11866,2024-08-06 14:00:00,5,5,Bangkok
11867,2024-08-06 14:00:00,2,1,Chiang Mai
11868,2024-08-06 15:00:00,5,5,Bangkok
11869,2024-08-06 15:00:00,2,2,Chiang Mai
11870,2024-08-06 16:00:00,5,5,Bangkok
11871,2024-08-06 16:00:00,3,3,Chiang Mai
11872,2024-08-06 17:00:00,2,2,Bangkok
11873,2024-08-06 17:00:00,4,5,Chiang Mai
11874,2024-08-06 18:00:00,5,5,Bangkok
11875,2024-08-06 18:00:00,5,5,Chiang Mai
11877,2024-08-06 19:00:00,2,1,Chiang Mai
11876,2024-08-06 19:00:00,4,4,Bangkok
11878,2024-08-06 20:00:00,4,4,Bangkok
11879,2024-08-06 20:00:00,5,5,Chiang Mai
11880,2024-08-06 21:00:00,4,4,Chiang Mai
11881,2024-08-06 21:00:00,4,5,Bangkok
11882,2024-08-06 22:00:00,5,5,Bangkok
11883,2024-08-06 22:00:00,4,4,Chiang Mai
11884,2024-08-06 23:00:00,5,5,Chiang Mai
11885,2024-08-06 23:00:00,3,3,Bangkok
11886,2024-08-07 00:00:00,5,5,Bangkok
11887,2024-08-07 00:00:00,4,4,Chiang Mai
11888,2024-08-07 01:00:00,2,2,Bangkok
11889,2024-08-07 01:00:00,3,3,Chiang Mai
11891,2024-08-07 02:00:00,3,3,Bangkok
11890,2024-08-07 02:00:00,5,5,Chiang Mai
11892,2024-08-07 03:00:00,4,4,Chiang Mai
11893,2024-08-07 03:00:00,4,3,Bangkok
11894,2024-08-07 04:00:00,4,4,Chiang Mai
11895,2024-08-07 04:00:00,5,5,Bangkok
11896,2024-08-07 05:00:00,4,5,Chiang Mai
11897,2024-08-07 05:00:00,5,5,Bangkok
11898,2024-08-07 06:00:00,4,5,Chiang Mai
11899,2024-08-07 06:00:00,3,3,Bangkok
11900,2024-08-07 07:00:00,5,4,Chiang Mai
11901,2024-08-07 07:00:00,4,1,Bangkok
11903,2024-08-07 08:00:00,4,5,Bangkok
11902,2024-08-07 08:00:00,3,3,Chiang Mai
11904,2024-08-07 09:00:00,4,4,Chiang Mai
11905,2024-08-07 09:00:00,3,4,Bangkok
11906,2024-08-07 10:00:00,3,3,Chiang Mai
11907,2024-08-07 10:00:00,5,5,Bangkok
11908,2024-08-07 11:00:00,1,4,Chiang Mai
11909,2024-08-07 11:00:00,5,5,Bangkok
11910,2024-08-07 12:00:00,3,3,Chiang Mai
11911,2024-08-07 12:00:00,5,5,Bangkok
11912,2024-08-07 13:00:00,5,5,Chiang Mai
11913,2024-08-07 13:00:00,3,3,Bangkok
11915,2024-08-07 14:00:00,5,5,Bangkok
11914,2024-08-07 14:00:00,4,4,Chiang Mai
11916,2024-08-07 15:00:00,5,5,Chiang Mai
11917,2024-08-07 15:00:00,2,3,Bangkok
11918,2024-08-07 16:00:00,5,5,Chiang Mai
11919,2024-08-07 16:00:00,4,4,Bangkok
11920,2024-08-07 17:00:00,5,5,Chiang Mai
11921,2024-08-07 17:00:00,5,5,Bangkok
11922,2024-08-07 18:00:00,5,5,Chiang Mai
11923,2024-08-07 18:00:00,2,2,Bangkok
11924,2024-08-07 19:00:00,5,5,Chiang Mai
11925,2024-08-07 19:00:00,3,3,Bangkok
11927,2024-08-07 20:00:00,3,3,Bangkok
11926,2024-08-07 20:00:00,2,2,Chiang Mai
11928,2024-08-07 21:00:00,3,3,Chiang Mai
11929,2024-08-07 21:00:00,4,4,Bangkok
11930,2024-08-07 22:00:00,5,5,Chiang Mai
11931,2024-08-07 22:00:00,4,4,Bangkok
11932,2024-08-07 23:00:00,5,5,Chiang Mai
11933,2024-08-07 23:00:00,4,2,Bangkok
11934,2024-08-08 00:00:00,5,5,Chiang Mai
11935,2024-08-08 00:00:00,1,1,Bangkok
11936,2024-08-08 01:00:00,5,5,Chiang Mai
11937,2024-08-08 01:00:00,2,2,Bangkok
11939,2024-08-08 02:00:00,5,5,Bangkok
11938,2024-08-08 02:00:00,5,5,Chiang Mai
11941,2024-08-08 03:00:00,4,5,Bangkok
11940,2024-08-08 03:00:00,5,5,Chiang Mai
11942,2024-08-08 04:00:00,5,5,Chiang Mai
11943,2024-08-08 04:00:00,5,5,Bangkok
11944,2024-08-08 05:00:00,5,5,Chiang Mai
11945,2024-08-08 05:00:00,5,5,Bangkok
11946,2024-08-08 06:00:00,5,5,Chiang Mai
11947,2024-08-08 06:00:00,5,5,Bangkok
11948,2024-08-08 07:00:00,3,4,Chiang Mai
11949,2024-08-08 07:00:00,4,4,Bangkok
11950,2024-08-08 08:00:00,5,5,Chiang Mai
11951,2024-08-08 08:00:00,2,5,Bangkok
11953,2024-08-08 09:00:00,3,3,Bangkok
11952,2024-08-08 09:00:00,4,4,Chiang Mai
11954,2024-08-08 10:00:00,4,4,Chiang Mai
11955,2024-08-08 10:00:00,5,5,Bangkok
11956,2024-08-08 11:00:00,4,5,Chiang Mai
11957,2024-08-08 11:00:00,3,3,Bangkok
11958,2024-08-08 12:00:00,5,5,Chiang Mai
11959,2024-08-08 12:00:00,1,1,Bangkok
11960,2024-08-08 13:00:00,4,4,Chiang Mai
11961,2024-08-08 13:00:00,4,4,Bangkok
11962,2024-08-08 14:00:00,5,4,Chiang Mai
11963,2024-08-08 14:00:00,4,4,Bangkok
11965,2024-08-08 15:00:00,4,4,Bangkok
11964,2024-08-08 15:00:00,5,5,Chiang Mai
11966,2024-08-08 16:00:00,5,5,Chiang Mai
11967,2024-08-08 16:00:00,3,3,Bangkok
11968,2024-08-08 17:00:00,3,3,Chiang Mai
11969,2024-08-08 17:00:00,5,5,Bangkok
11970,2024-08-08 18:00:00,5,5,Chiang Mai
11971,2024-08-08 18:00:00,2,5,Bangkok
11972,2024-08-08 19:00:00,5,4,Chiang Mai
11973,2024-08-08 19:00:00,5,5,Bangkok
11974,2024-08-08 20:00:00,5,5,Chiang Mai
11975,2024-08-08 20:00:00,5,5,Bangkok
11977,2024-08-08 21:00:00,3,4,Bangkok
11976,2024-08-08 21:00:00,4,4,Chiang Mai
11978,2024-08-08 22:00:00,5,5,Chiang Mai
11979,2024-08-08 22:00:00,5,5,Bangkok
11980,2024-08-08 23:00:00,5,5,Chiang Mai
11981,2024-08-08 23:00:00,5,5,Bangkok
11982,2024-08-09 00:00:00,5,5,Chiang Mai
11983,2024-08-09 00:00:00,5,5,Bangkok
11984,2024-08-09 01:00:00,5,5,Chiang Mai
11985,2024-08-09 01:00:00,5,5,Bangkok
11986,2024-08-09 02:00:00,5,5,Chiang Mai
11987,2024-08-09 02:00:00,5,5,Bangkok
11988,2024-08-09 03:00:00,4,5,Chiang Mai
11989,2024-08-09 03:00:00,5,5,Bangkok
11990,2024-08-09 04:00:00,5,5,Chiang Mai
11991,2024-08-09 04:00:00,3,3,Bangkok
11993,2024-08-09 05:00:00,5,5,Bangkok
11992,2024-08-09 05:00:00,5,5,Chiang Mai
11994,2024-08-09 06:00:00,5,5,Chiang Mai
11995,2024-08-09 06:00:00,5,5,Bangkok
11996,2024-08-09 07:00:00,3,4,Chiang Mai
11997,2024-08-09 07:00:00,5,5,Bangkok
11998,2024-08-09 08:00:00,4,4,Bangkok
11999,2024-08-09 08:00:00,5,5,Chiang Mai
12000,2024-08-09 09:00:00,4,4,Bangkok
12001,2024-08-09 09:00:00,4,5,Chiang Mai
12002,2024-08-09 10:00:00,5,4,Bangkok
12003,2024-08-09 10:00:00,3,3,Chiang Mai
12005,2024-08-09 11:00:00,5,5,Chiang Mai
12004,2024-08-09 11:00:00,5,5,Bangkok
12006,2024-08-09 12:00:00,3,5,Bangkok
12007,2024-08-09 12:00:00,5,5,Chiang Mai
12008,2024-08-09 13:00:00,5,5,Bangkok
12009,2024-08-09 13:00:00,1,2,Chiang Mai
12010,2024-08-09 14:00:00,3,5,Bangkok
12011,2024-08-09 14:00:00,4,4,Chiang Mai
12012,2024-08-09 15:00:00,4,4,Bangkok
12013,2024-08-09 15:00:00,5,5,Chiang Mai
12014,2024-08-09 16:00:00,5,5,Bangkok
12015,2024-08-09 16:00:00,5,5,Chiang Mai
12017,2024-08-09 17:00:00,5,5,Chiang Mai
12016,2024-08-09 17:00:00,2,1,Bangkok
12018,2024-08-09 18:00:00,4,3,Chiang Mai
12019,2024-08-09 18:00:00,4,5,Bangkok
12020,2024-08-09 19:00:00,4,5,Chiang Mai
12021,2024-08-09 19:00:00,4,5,Bangkok
12022,2024-08-09 20:00:00,2,2,Chiang Mai
12023,2024-08-09 20:00:00,4,4,Bangkok
12024,2024-08-09 21:00:00,4,4,Chiang Mai
12025,2024-08-09 21:00:00,4,1,Bangkok
12026,2024-08-09 22:00:00,4,3,Chiang Mai
12027,2024-08-09 22:00:00,3,3,Bangkok
12029,2024-08-09 23:00:00,4,4,Bangkok
12028,2024-08-09 23:00:00,5,5,Chiang Mai
12030,2024-08-10 00:00:00,5,5,Chiang Mai
12031,2024-08-10 00:00:00,5,5,Bangkok
12032,2024-08-10 01:00:00,4,4,Chiang Mai
12033,2024-08-10 01:00:00,3,3,Bangkok
12034,2024-08-10 02:00:00,4,4,Chiang Mai
12035,2024-08-10 02:00:00,5,5,Bangkok
12036,2024-08-10 03:00:00,4,4,Chiang Mai
12037,2024-08-10 03:00:00,5,4,Bangkok
12038,2024-08-10 04:00:00,4,5,Chiang Mai
12039,2024-08-10 04:00:00,5,5,Bangkok
12040,2024-08-10 05:00:00,3,3,Chiang Mai
12041,2024-08-10 05:00:00,4,4,Bangkok
12043,2024-08-10 06:00:00,2,2,Bangkok
12042,2024-08-10 06:00:00,4,5,Chiang Mai
12044,2024-08-10 07:00:00,3,3,Chiang Mai
12045,2024-08-10 07:00:00,5,5,Bangkok
12046,2024-08-10 08:00:00,5,5,Chiang Mai
12047,2024-08-10 08:00:00,5,5,Bangkok
12048,2024-08-10 09:00:00,3,3,Chiang Mai
12049,2024-08-10 09:00:00,4,4,Bangkok
12050,2024-08-10 10:00:00,5,5,Chiang Mai
12051,2024-08-10 10:00:00,2,1,Bangkok
12052,2024-08-10 11:00:00,3,3,Chiang Mai
12053,2024-08-10 11:00:00,5,5,Bangkok
12055,2024-08-10 12:00:00,5,5,Bangkok
12054,2024-08-10 12:00:00,5,5,Chiang Mai
12056,2024-08-10 13:00:00,5,5,Chiang Mai
12057,2024-08-10 13:00:00,4,4,Bangkok
12058,2024-08-10 14:00:00,4,4,Chiang Mai
12059,2024-08-10 14:00:00,3,3,Bangkok
12060,2024-08-10 15:00:00,5,5,Chiang Mai
12061,2024-08-10 15:00:00,4,4,Bangkok
12062,2024-08-10 16:00:00,5,5,Chiang Mai
12063,2024-08-10 16:00:00,4,4,Bangkok
12064,2024-08-10 17:00:00,5,5,Chiang Mai
12065,2024-08-10 17:00:00,3,3,Bangkok
12066,2024-08-10 18:00:00,5,5,Chiang Mai
12067,2024-08-10 18:00:00,2,2,Bangkok
12069,2024-08-10 19:00:00,4,4,Bangkok
12068,2024-08-10 19:00:00,5,5,Chiang Mai
12070,2024-08-10 20:00:00,4,4,Chiang Mai
12071,2024-08-10 20:00:00,2,4,Bangkok
12072,2024-08-10 21:00:00,5,5,Bangkok
12073,2024-08-10 21:00:00,4,4,Chiang Mai
12074,2024-08-10 22:00:00,5,5,Bangkok
12075,2024-08-10 22:00:00,5,5,Chiang Mai
12076,2024-08-10 23:00:00,1,1,Bangkok
12077,2024-08-10 23:00:00,5,5,Chiang Mai
12078,2024-08-11 00:00:00,3,2,Bangkok
12079,2024-08-11 00:00:00,2,2,Chiang Mai
12081,2024-08-11 01:00:00,5,5,Chiang Mai
12080,2024-08-11 01:00:00,3,3,Bangkok
12082,2024-08-11 02:00:00,2,2,Bangkok
12083,2024-08-11 02:00:00,5,5,Chiang Mai
12084,2024-08-11 03:00:00,5,5,Bangkok
12085,2024-08-11 03:00:00,3,3,Chiang Mai
12086,2024-08-11 04:00:00,5,5,Bangkok
12087,2024-08-11 04:00:00,4,5,Chiang Mai
12088,2024-08-11 05:00:00,4,4,Bangkok
12089,2024-08-11 05:00:00,5,5,Chiang Mai
12090,2024-08-11 06:00:00,4,5,Bangkok
12091,2024-08-11 06:00:00,5,5,Chiang Mai
12093,2024-08-11 07:00:00,5,5,Chiang Mai
12092,2024-08-11 07:00:00,4,4,Bangkok
12095,2024-08-11 08:00:00,5,5,Chiang Mai
12094,2024-08-11 08:00:00,4,4,Bangkok
12096,2024-08-11 09:00:00,5,5,Bangkok
12097,2024-08-11 09:00:00,2,3,Chiang Mai
12098,2024-08-11 10:00:00,5,4,Bangkok
12099,2024-08-11 10:00:00,4,4,Chiang Mai
12100,2024-08-11 11:00:00,5,5,Bangkok
12101,2024-08-11 11:00:00,4,4,Chiang Mai
12102,2024-08-11 12:00:00,5,5,Bangkok
12103,2024-08-11 12:00:00,4,4,Chiang Mai
12104,2024-08-11 13:00:00,3,4,Bangkok
12105,2024-08-11 13:00:00,5,5,Chiang Mai
12106,2024-08-11 14:00:00,5,5,Bangkok
12107,2024-08-11 14:00:00,4,4,Chiang Mai
12109,2024-08-11 15:00:00,4,5,Chiang Mai
12108,2024-08-11 15:00:00,5,5,Bangkok
12110,2024-08-11 16:00:00,3,3,Bangkok
12111,2024-08-11 16:00:00,5,5,Chiang Mai
12112,2024-08-11 17:00:00,3,3,Bangkok
12113,2024-08-11 17:00:00,2,2,Chiang Mai
12114,2024-08-11 18:00:00,4,4,Chiang Mai
12115,2024-08-11 18:00:00,5,5,Bangkok
12116,2024-08-11 19:00:00,5,5,Bangkok
12117,2024-08-11 19:00:00,5,5,Chiang Mai
12118,2024-08-11 20:00:00,4,4,Bangkok
12119,2024-08-11 20:00:00,3,5,Chiang Mai
12121,2024-08-11 21:00:00,5,5,Chiang Mai
12120,2024-08-11 21:00:00,5,5,Bangkok
12122,2024-08-11 22:00:00,5,5,Bangkok
12123,2024-08-11 22:00:00,4,5,Chiang Mai
12124,2024-08-11 23:00:00,5,5,Bangkok
12125,2024-08-11 23:00:00,4,4,Chiang Mai
12126,2024-08-12 00:00:00,5,5,Bangkok
12127,2024-08-12 00:00:00,5,5,Chiang Mai
12128,2024-08-12 01:00:00,4,3,Bangkok
12129,2024-08-12 01:00:00,5,5,Chiang Mai
12130,2024-08-12 02:00:00,5,4,Bangkok
12131,2024-08-12 02:00:00,5,5,Chiang Mai
12133,2024-08-12 03:00:00,5,5,Chiang Mai
12132,2024-08-12 03:00:00,4,4,Bangkok
12134,2024-08-12 04:00:00,4,4,Bangkok
12135,2024-08-12 04:00:00,5,5,Chiang Mai
12136,2024-08-12 05:00:00,4,4,Bangkok
12137,2024-08-12 05:00:00,5,5,Chiang Mai
12138,2024-08-12 06:00:00,5,5,Bangkok
12139,2024-08-12 06:00:00,1,1,Chiang Mai
12140,2024-08-12 07:00:00,4,5,Bangkok
12141,2024-08-12 07:00:00,4,2,Chiang Mai
12143,2024-08-12 08:00:00,3,3,Bangkok
12142,2024-08-12 08:00:00,5,5,Chiang Mai
12145,2024-08-12 09:00:00,5,5,Chiang Mai
12144,2024-08-12 09:00:00,4,4,Bangkok
12146,2024-08-12 10:00:00,5,5,Bangkok
12147,2024-08-12 10:00:00,5,5,Chiang Mai
12148,2024-08-12 11:00:00,5,5,Bangkok
12149,2024-08-12 11:00:00,5,5,Chiang Mai
12150,2024-08-12 12:00:00,3,3,Bangkok
12151,2024-08-12 12:00:00,3,3,Chiang Mai
12152,2024-08-12 13:00:00,5,5,Chiang Mai
12153,2024-08-12 13:00:00,4,4,Bangkok
12154,2024-08-12 14:00:00,4,5,Chiang Mai
12155,2024-08-12 14:00:00,4,4,Bangkok
12157,2024-08-12 15:00:00,5,5,Chiang Mai
12156,2024-08-12 15:00:00,4,4,Bangkok
12158,2024-08-12 16:00:00,3,3,Chiang Mai
12159,2024-08-12 16:00:00,4,5,Bangkok
12160,2024-08-12 17:00:00,5,4,Chiang Mai
12161,2024-08-12 17:00:00,5,5,Bangkok
12162,2024-08-12 18:00:00,4,4,Chiang Mai
12163,2024-08-12 18:00:00,4,4,Bangkok
12164,2024-08-12 19:00:00,3,4,Bangkok
12165,2024-08-12 19:00:00,5,5,Chiang Mai
12166,2024-08-12 20:00:00,5,5,Bangkok
12167,2024-08-12 20:00:00,5,5,Chiang Mai
12169,2024-08-12 21:00:00,5,5,Chiang Mai
12168,2024-08-12 21:00:00,4,4,Bangkok
12170,2024-08-12 22:00:00,3,3,Bangkok
12171,2024-08-12 22:00:00,3,3,Chiang Mai
12172,2024-08-12 23:00:00,5,5,Bangkok
12173,2024-08-12 23:00:00,4,4,Chiang Mai
12174,2024-08-13 00:00:00,4,4,Bangkok
12175,2024-08-13 00:00:00,2,2,Chiang Mai
12176,2024-08-13 01:00:00,4,3,Bangkok
12177,2024-08-13 01:00:00,4,5,Chiang Mai
12178,2024-08-13 02:00:00,3,3,Bangkok
12179,2024-08-13 02:00:00,5,5,Chiang Mai
12181,2024-08-13 03:00:00,5,5,Bangkok
12180,2024-08-13 03:00:00,4,4,Chiang Mai
12182,2024-08-13 04:00:00,2,2,Chiang Mai
12183,2024-08-13 04:00:00,5,5,Bangkok
12184,2024-08-13 05:00:00,4,1,Chiang Mai
12185,2024-08-13 05:00:00,5,5,Bangkok
12186,2024-08-13 06:00:00,5,4,Bangkok
12187,2024-08-13 06:00:00,4,4,Chiang Mai
12188,2024-08-13 07:00:00,3,3,Chiang Mai
12189,2024-08-13 07:00:00,4,4,Bangkok
12190,2024-08-13 08:00:00,2,2,Bangkok
12191,2024-08-13 08:00:00,4,4,Chiang Mai
12192,2024-08-13 09:00:00,5,5,Bangkok
12193,2024-08-13 09:00:00,5,5,Chiang Mai
12194,2024-08-13 10:00:00,5,5,Chiang Mai
12195,2024-08-13 10:00:00,4,4,Bangkok
12197,2024-08-13 11:00:00,5,5,Bangkok
12196,2024-08-13 11:00:00,5,5,Chiang Mai
12198,2024-08-13 12:00:00,5,5,Chiang Mai
12199,2024-08-13 12:00:00,5,5,Bangkok
12200,2024-08-13 13:00:00,5,5,Chiang Mai
12201,2024-08-13 13:00:00,2,5,Bangkok
12202,2024-08-13 14:00:00,5,5,Chiang Mai
12203,2024-08-13 14:00:00,5,5,Bangkok
12204,2024-08-13 15:00:00,2,2,Chiang Mai
12205,2024-08-13 15:00:00,5,3,Bangkok
