date,time,longitude,latitude,aqi,co,no,no2,so2,o3,pm2_5,pm10,nh3
2020-12-28,16:00:00,98.9853,18.7883,5,2029.42,1.24,23.99,15.02,197.41,92.32,97.38,11.15
2020-12-28,17:00:00,98.9853,18.7883,5,3471.37,2.77,60.32,14.31,104.43,81.28,85.93,10.89
2020-12-28,18:00:00,98.9853,18.7883,5,6141.66,7.82,111.04,17.41,16.45,91.35,96.99,13.43
2020-12-28,19:00:00,98.9853,18.7883,5,7476.81,32.19,106.93,18.36,0.0,108.38,115.99,15.07
2020-12-28,20:00:00,98.9853,18.7883,5,7049.56,42.02,87.05,16.21,0.0,115.4,125.1,15.2
2020-12-28,21:00:00,98.9853,18.7883,5,6141.66,42.47,67.86,14.19,0.0,113.32,124.65,14.69
2020-12-28,22:00:00,98.9853,18.7883,5,5126.95,40.23,51.41,12.64,0.0,108.57,121.07,13.93
2020-12-28,23:00:00,98.9853,18.7883,5,4539.49,42.02,39.07,11.44,0.0,102.1,115.17,12.79
2020-12-29,00:00:00,98.9853,18.7883,5,3898.62,42.47,27.42,8.46,0.0,90.08,102.57,9.75
2020-12-29,01:00:00,98.9853,18.7883,5,3070.83,36.66,17.99,5.54,0.0,75.24,86.45,7.28
2020-12-29,02:00:00,98.9853,18.7883,5,2109.53,27.72,10.88,3.93,0.0,59.71,69.28,5.89
2020-12-29,03:00:00,98.9853,18.7883,5,1508.71,22.13,7.11,3.4,0.0,50.04,58.56,5.51
2020-12-29,04:00:00,98.9853,18.7883,4,1241.68,19.89,5.91,3.34,0.0,45.71,53.53,5.51
2020-12-29,05:00:00,98.9853,18.7883,4,1134.87,18.33,6.0,3.55,0.01,43.18,50.65,5.89
2020-12-29,06:00:00,98.9853,18.7883,4,1174.93,20.56,6.08,4.71,0.0,41.75,49.1,7.28
2020-12-29,07:00:00,98.9853,18.7883,4,1869.2,35.76,7.03,8.82,0.0,44.19,52.12,10.89
2020-12-29,08:00:00,98.9853,18.7883,5,3845.22,74.21,10.88,15.26,0.15,54.26,63.58,15.58
2020-12-29,09:00:00,98.9853,18.7883,5,6034.85,118.02,17.82,15.26,1.24,66.61,77.33,13.93
2020-12-29,10:00:00,98.9853,18.7883,5,6835.94,109.97,47.98,12.88,7.78,74.46,85.18,11.02
2020-12-29,11:00:00,98.9853,18.7883,4,1575.47,5.76,27.08,15.26,105.86,38.36,44.48,11.15
2020-12-29,12:00:00,98.9853,18.7883,4,1268.39,1.3,12.68,13.71,180.24,44.18,49.49,9.75
2020-12-29,13:00:00,98.9853,18.7883,4,1094.82,0.8,8.91,11.33,194.55,45.08,49.11,8.11
2020-12-29,14:00:00,98.9853,18.7883,5,1668.93,1.61,20.05,12.76,226.02,54.9,58.82,9.63
2020-12-29,15:00:00,98.9853,18.7883,5,2803.8,1.9,35.64,19.31,331.88,82.88,87.61,15.07
2020-12-29,16:00:00,98.9853,18.7883,5,4058.84,1.79,53.47,26.94,440.6,126.34,131.83,19.25
2020-12-29,17:00:00,98.9853,18.7883,5,6141.66,1.65,93.22,34.81,474.93,172.8,178.93,22.29
2020-12-29,18:00:00,98.9853,18.7883,5,8544.92,0.55,145.32,42.44,357.63,200.44,207.33,25.84
2020-12-29,19:00:00,98.9853,18.7883,5,9185.79,0.0,154.91,44.82,174.52,199.51,207.79,26.6
2020-12-29,20:00:00,98.9853,18.7883,5,7690.43,0.0,142.57,35.76,61.51,156.07,165.51,24.32
2020-12-29,21:00:00,98.9853,18.7883,5,5874.63,0.41,111.04,24.08,14.48,107.72,117.86,20.52
2020-12-29,22:00:00,98.9853,18.7883,5,4379.27,3.69,77.46,15.5,2.35,75.75,86.36,16.47
2020-12-29,23:00:00,98.9853,18.7883,5,3524.78,9.95,57.58,13.23,0.31,59.03,69.98,15.83
2020-12-30,00:00:00,98.9853,18.7883,4,2937.32,14.31,47.3,13.47,0.06,48.08,58.57,17.73
2020-12-30,01:00:00,98.9853,18.7883,4,2269.75,13.08,36.67,11.92,0.06,38.71,48.15,17.99
2020-12-30,02:00:00,98.9853,18.7883,4,1615.52,8.61,29.13,10.25,0.25,32.36,40.75,17.73
2020-12-30,03:00:00,98.9853,18.7883,4,1161.58,5.31,23.99,9.3,0.53,28.66,36.35,17.48
2020-12-30,04:00:00,98.9853,18.7883,4,907.9,4.14,20.22,8.82,0.69,26.83,34.0,17.73
2020-12-30,05:00:00,98.9853,18.7883,4,801.09,4.64,17.14,8.58,0.53,26.24,32.94,17.73
2020-12-30,06:00:00,98.9853,18.7883,4,907.9,7.82,16.45,9.54,0.26,27.14,33.79,18.49
2020-12-30,07:00:00,98.9853,18.7883,4,1735.69,22.8,18.51,13.83,0.02,32.31,39.78,21.28
2020-12-30,08:00:00,98.9853,18.7883,4,3791.81,60.8,23.65,22.41,0.43,43.81,52.79,26.85
2020-12-30,09:00:00,98.9853,18.7883,5,6034.85,94.77,40.78,31.47,4.11,57.17,67.54,32.42
2020-12-30,10:00:00,98.9853,18.7883,5,6729.13,63.48,98.71,31.47,33.62,74.79,85.52,30.65
2020-12-30,11:00:00,98.9853,18.7883,4,1655.58,3.8,29.47,16.69,108.72,38.14,43.85,12.41
2020-12-30,12:00:00,98.9853,18.7883,4,1575.47,1.82,24.68,18.36,147.34,45.24,50.9,13.05
2020-12-30,13:00:00,98.9853,18.7883,5,1682.28,1.3,23.99,18.36,177.38,52.87,58.18,13.43
2020-12-30,14:00:00,98.9853,18.7883,5,2323.15,1.43,35.3,22.17,220.3,73.37,78.97,16.09
2020-12-30,15:00:00,98.9853,18.7883,5,3578.19,1.84,56.21,31.47,320.44,122.9,129.55,21.28
2020-12-30,16:00:00,98.9853,18.7883,5,4966.74,1.77,76.08,40.53,417.71,179.87,187.34,25.08
2020-12-30,17:00:00,98.9853,18.7883,5,6515.5,1.06,108.3,46.73,423.43,223.9,231.85,27.36
2020-12-30,18:00:00,98.9853,18.7883,5,7476.81,0.11,128.87,49.11,300.41,239.39,247.49,27.11
2020-12-30,19:00:00,98.9853,18.7883,5,7370.0,0.0,119.27,42.92,158.79,233.57,241.72,21.79
2020-12-30,20:00:00,98.9853,18.7883,5,6675.72,0.0,105.56,27.42,56.51,182.58,190.16,16.21
2020-12-30,21:00:00,98.9853,18.7883,5,5661.01,0.71,87.74,15.97,9.92,128.4,135.82,13.68
2020-12-30,22:00:00,98.9853,18.7883,5,4699.71,5.09,67.17,10.61,0.39,93.6,101.18,11.53
2020-12-30,23:00:00,98.9853,18.7883,5,4058.84,10.73,52.09,7.99,0.08,73.26,80.74,8.49
2020-12-31,00:00:00,98.9853,18.7883,5,3578.19,15.42,41.13,6.26,0.03,64.44,71.53,6.9
2020-12-31,01:00:00,98.9853,18.7883,5,3124.24,16.09,32.56,5.19,0.02,58.3,65.15,6.9
2020-12-31,02:00:00,98.9853,18.7883,5,2750.4,14.75,26.73,4.83,0.03,58.79,65.88,7.35
2020-12-31,03:00:00,98.9853,18.7883,5,2323.15,12.29,22.62,4.77,0.07,57.41,64.52,7.6
2020-12-31,04:00:00,98.9853,18.7883,5,1789.09,8.83,19.54,4.95,0.23,50.28,56.81,8.36
2020-12-31,05:00:00,98.9853,18.7883,4,1361.85,5.76,18.17,5.31,0.55,43.53,49.22,9.12
2020-12-31,06:00:00,98.9853,18.7883,4,1361.85,7.6,18.34,5.96,0.32,43.71,49.29,9.12
2020-12-31,07:00:00,98.9853,18.7883,5,2162.93,22.8,19.36,8.23,0.02,51.21,57.51,9.12
2020-12-31,08:00:00,98.9853,18.7883,5,3791.81,52.75,23.65,11.09,0.14,61.56,68.25,9.37
2020-12-31,09:00:00,98.9853,18.7883,5,5073.55,73.31,30.16,12.76,1.24,69.18,75.72,10.26
2020-12-31,10:00:00,98.9853,18.7883,5,4753.11,57.22,41.47,12.4,3.8,70.12,76.06,10.26
2020-12-31,11:00:00,98.9853,18.7883,5,2510.07,11.06,41.81,11.56,30.04,55.91,60.28,7.92
2020-12-31,12:00:00,98.9853,18.7883,4,1682.28,3.44,26.73,12.04,72.96,46.32,49.59,6.4
2020-12-31,13:00:00,98.9853,18.7883,4,1388.55,2.04,18.51,11.68,104.43,43.59,46.16,5.26
2020-12-31,14:00:00,98.9853,18.7883,5,1735.69,2.26,25.02,13.59,124.45,50.3,52.94,6.71
2020-12-31,15:00:00,98.9853,18.7883,5,2510.07,2.29,42.84,17.88,135.9,58.92,62.0,10.51
2020-12-31,16:00:00,98.9853,18.7883,5,3337.86,1.65,63.06,21.46,124.45,65.29,68.68,13.55
2020-12-31,17:00:00,98.9853,18.7883,5,4486.08,1.44,91.85,25.03,86.55,72.93,76.62,15.96
2020-12-31,18:00:00,98.9853,18.7883,5,5233.76,0.67,112.41,24.8,32.54,74.72,78.69,16.47
2020-12-31,19:00:00,98.9853,18.7883,5,5073.55,5.09,98.71,20.03,2.79,69.18,73.49,15.07
2020-12-31,20:00:00,98.9853,18.7883,5,4112.24,8.83,66.49,12.16,0.54,61.86,66.34,10.64
2020-12-31,21:00:00,98.9853,18.7883,5,3364.56,9.72,50.04,9.54,0.32,58.87,63.58,9.37
2020-12-31,22:00:00,98.9853,18.7883,5,3124.24,11.29,44.55,9.18,0.17,61.23,66.47,9.5
2020-12-31,23:00:00,98.9853,18.7883,5,3337.86,17.21,40.78,9.06,0.04,67.85,73.96,9.88
2021-01-01,00:00:00,98.9853,18.7883,5,3578.19,25.26,34.96,7.87,0.0,74.48,81.4,10.13
2021-01-01,01:00:00,98.9853,18.7883,5,3471.37,27.49,28.79,6.68,0.0,77.5,85.24,10.26
2021-01-01,02:00:00,98.9853,18.7883,5,3124.24,24.36,23.99,6.2,0.0,80.81,89.48,10.39
2021-01-01,03:00:00,98.9853,18.7883,5,2723.69,21.01,20.39,6.38,0.01,83.12,92.37,11.4
2021-01-01,04:00:00,98.9853,18.7883,5,2349.85,18.33,17.82,6.97,0.01,83.14,92.62,12.92
2021-01-01,05:00:00,98.9853,18.7883,5,2056.12,17.43,15.94,8.11,0.01,81.34,90.82,15.2
2021-01-01,06:00:00,98.9853,18.7883,5,2029.42,20.34,15.77,10.37,0.01,81.38,91.09,18.49
2021-01-01,07:00:00,98.9853,18.7883,5,2830.51,36.66,18.85,15.74,0.0,87.69,98.56,23.81
2021-01-01,08:00:00,98.9853,18.7883,5,4966.74,77.78,24.68,24.56,0.02,99.29,111.68,29.64
2021-01-01,09:00:00,98.9853,18.7883,5,7476.81,130.53,28.79,30.28,0.18,113.56,127.34,31.92
2021-01-01,10:00:00,98.9853,18.7883,5,8758.55,159.14,29.82,25.03,0.38,124.37,138.84,25.08
2021-01-01,11:00:00,98.9853,18.7883,5,2456.67,16.32,45.93,21.94,10.46,75.23,83.29,16.72
2021-01-01,12:00:00,98.9853,18.7883,5,1762.39,2.63,41.47,18.12,27.18,65.56,71.76,12.92
2021-01-01,13:00:00,98.9853,18.7883,5,1535.42,0.95,32.9,13.59,36.48,57.99,62.91,9.37
2021-01-01,14:00:00,98.9853,18.7883,5,1308.44,1.7,20.74,9.78,57.94,51.0,54.81,6.4
2021-01-01,15:00:00,98.9853,18.7883,4,1161.58,1.05,15.59,8.11,75.1,46.24,49.26,5.19
2021-01-01,16:00:00,98.9853,18.7883,4,1094.82,0.77,13.37,7.03,80.11,42.49,45.01,4.5
2021-01-01,17:00:00,98.9853,18.7883,5,2964.02,6.2,57.58,11.33,30.4,50.68,53.81,8.36
2021-01-01,18:00:00,98.9853,18.7883,5,6141.66,42.02,93.22,21.7,0.87,67.38,71.88,17.73
2021-01-01,19:00:00,98.9853,18.7883,5,8117.68,79.57,100.08,30.52,0.0,82.8,89.05,26.09
2021-01-01,20:00:00,98.9853,18.7883,5,8117.68,84.94,94.59,32.42,0.0,87.82,95.41,29.64
2021-01-01,21:00:00,98.9853,18.7883,5,7370.0,79.57,82.94,30.99,0.0,88.67,97.19,30.65
2021-01-01,22:00:00,98.9853,18.7883,5,6355.29,71.53,68.55,28.13,0.0,88.76,98.33,29.64
2021-01-01,23:00:00,98.9853,18.7883,5,5393.98,64.37,50.72,19.79,0.0,87.16,97.42,21.28
2021-01-02,00:00:00,98.9853,18.7883,5,4646.3,58.12,36.33,12.16,0.0,83.34,93.38,13.3
2021-01-02,01:00:00,98.9853,18.7883,5,3791.81,49.17,26.73,6.91,0.0,78.63,88.08,8.74
2021-01-02,02:00:00,98.9853,18.7883,5,3044.13,39.34,20.22,4.35,0.0,75.51,84.63,6.65
2021-01-02,03:00:00,98.9853,18.7883,5,2429.96,30.85,15.77,3.43,0.0,72.98,81.86,6.02
2021-01-02,04:00:00,98.9853,18.7883,5,1949.31,24.14,12.68,3.19,0.0,70.53,78.84,5.95
2021-01-02,05:00:00,98.9853,18.7883,5,1628.88,19.67,11.14,4.11,0.0,68.51,76.46,8.49
2021-01-02,06:00:00,98.9853,18.7883,5,1562.12,19.22,11.48,6.44,0.01,68.98,77.17,13.55
2021-01-02,07:00:00,98.9853,18.7883,5,2082.82,29.06,13.54,10.73,0.0,73.54,82.8,19.0
2021-01-02,08:00:00,98.9853,18.7883,5,3631.59,57.22,17.82,17.64,0.09,82.15,92.47,24.83
2021-01-02,09:00:00,98.9853,18.7883,5,5607.61,92.98,27.08,25.03,1.32,94.04,105.54,30.65
2021-01-02,10:00:00,98.9853,18.7883,5,6835.94,91.2,65.8,24.8,10.82,110.23,122.08,28.37
2021-01-02,11:00:00,98.9853,18.7883,5,1842.5,4.47,29.13,18.6,121.59,91.32,98.58,11.15
2021-01-02,12:00:00,98.9853,18.7883,5,1321.79,0.91,10.37,15.5,185.97,95.21,101.05,7.85
2021-01-02,13:00:00,98.9853,18.7883,5,1161.58,0.45,5.57,12.04,197.41,88.04,92.98,6.97
2021-01-02,14:00:00,98.9853,18.7883,5,1548.77,1.02,13.37,12.64,205.99,96.34,101.33,8.36
2021-01-02,15:00:00,98.9853,18.7883,5,2456.67,1.36,27.08,18.84,288.96,131.39,137.26,12.79
2021-01-02,16:00:00,98.9853,18.7883,5,3471.37,1.19,41.13,25.75,363.35,164.42,171.05,17.73
2021-01-02,17:00:00,98.9853,18.7883,5,4966.74,0.82,69.23,33.38,383.38,197.51,204.83,22.8
2021-01-02,18:00:00,98.9853,18.7883,5,6942.75,0.13,104.19,39.58,294.69,229.58,237.72,27.11
2021-01-02,19:00:00,98.9853,18.7883,5,8010.86,0.0,124.75,39.1,154.5,249.36,258.31,26.09
2021-01-02,20:00:00,98.9853,18.7883,5,7476.81,0.0,123.38,23.6,54.36,230.68,240.09,17.99
2021-01-02,21:00:00,98.9853,18.7883,5,6515.5,0.56,105.56,13.35,11.8,200.92,210.78,13.55
2021-01-02,22:00:00,98.9853,18.7883,5,5500.79,4.64,79.51,8.82,1.07,177.05,187.49,11.4
2021-01-02,23:00:00,98.9853,18.7883,5,4699.71,9.28,59.63,6.38,0.22,157.24,168.13,9.5
2021-01-03,00:00:00,98.9853,18.7883,5,3952.03,11.74,45.24,4.41,0.09,134.95,145.37,8.49
2021-01-03,01:00:00,98.9853,18.7883,5,3204.35,9.39,34.62,3.4,0.21,116.47,126.08,7.73
2021-01-03,02:00:00,98.9853,18.7883,5,2536.77,3.16,29.82,3.31,0.95,106.14,115.19,7.16
2021-01-03,03:00:00,98.9853,18.7883,5,2002.72,3.13,21.94,3.28,0.63,99.37,108.54,7.09
2021-01-03,04:00:00,98.9853,18.7883,5,1628.88,3.58,18.85,4.71,0.53,93.9,103.41,10.77
2021-01-03,05:00:00,98.9853,18.7883,5,1401.9,4.3,18.51,6.5,0.48,88.87,98.74,15.45
2021-01-03,06:00:00,98.9853,18.7883,5,1388.55,6.31,20.56,8.7,0.39,87.14,97.48,20.01
2021-01-03,07:00:00,98.9853,18.7883,5,1949.31,16.54,26.05,13.11,0.08,91.88,103.49,25.33
2021-01-03,08:00:00,98.9853,18.7883,5,3578.19,45.6,32.22,20.27,0.31,100.27,113.17,31.67
2021-01-03,09:00:00,98.9853,18.7883,5,5447.39,75.1,47.3,27.9,4.02,111.17,124.99,38.0
2021-01-03,10:00:00,98.9853,18.7883,5,6141.66,47.83,95.96,26.94,38.27,128.16,141.75,33.95
2021-01-03,11:00:00,98.9853,18.7883,5,1548.77,1.48,14.4,25.27,148.77,101.56,109.65,9.25
2021-01-03,12:00:00,98.9853,18.7883,5,1241.68,0.53,6.0,27.42,174.52,95.53,102.5,7.22
2021-01-03,13:00:00,98.9853,18.7883,5,1094.82,0.43,4.76,23.84,177.38,85.64,91.77,6.46
2021-01-03,14:00:00,98.9853,18.7883,5,1495.36,1.03,12.17,20.5,194.55,94.08,100.16,7.35
2021-01-03,15:00:00,98.9853,18.7883,5,2376.56,1.37,23.99,24.56,283.24,124.16,131.11,12.03
2021-01-03,16:00:00,98.9853,18.7883,5,3337.86,1.29,37.01,31.47,371.93,160.31,167.96,16.21
2021-01-03,17:00:00,98.9853,18.7883,5,4966.74,1.08,65.12,39.58,417.71,199.55,207.9,21.53
2021-01-03,18:00:00,98.9853,18.7883,5,7263.18,0.28,105.56,48.16,357.63,240.05,249.22,27.11
2021-01-03,19:00:00,98.9853,18.7883,5,8651.73,0.0,126.12,51.5,217.44,277.59,287.92,27.61
2021-01-03,20:00:00,98.9853,18.7883,5,8331.3,0.0,132.98,43.39,104.43,277.55,288.68,23.81
2021-01-03,21:00:00,98.9853,18.7883,5,7049.56,0.0,115.16,27.66,37.19,245.34,257.03,19.0
2021-01-03,22:00:00,98.9853,18.7883,5,5661.01,0.53,86.37,14.19,9.21,207.73,219.62,13.43
2021-01-03,23:00:00,98.9853,18.7883,5,4646.3,3.41,61.69,7.99,1.61,172.9,184.54,10.13
2021-01-04,00:00:00,98.9853,18.7883,5,3845.22,7.04,45.93,4.95,0.26,144.01,155.39,7.92
2021-01-04,01:00:00,98.9853,18.7883,5,3097.53,9.16,33.24,3.87,0.09,120.94,132.07,6.9
2021-01-04,02:00:00,98.9853,18.7883,5,2429.96,8.83,25.02,3.49,0.15,107.48,118.6,6.14
2021-01-04,03:00:00,98.9853,18.7883,5,1922.61,7.26,20.05,3.28,0.21,100.25,111.24,5.95
2021-01-04,04:00:00,98.9853,18.7883,5,1562.12,5.53,17.82,3.4,0.48,94.45,104.98,6.46
2021-01-04,05:00:00,98.9853,18.7883,5,1348.5,3.52,17.82,3.82,0.88,88.89,98.85,6.65
2021-01-04,06:00:00,98.9853,18.7883,5,1335.14,6.93,16.28,4.77,0.34,86.95,97.14,7.41
2021-01-04,07:00:00,98.9853,18.7883,5,2002.72,21.46,18.51,9.78,0.03,91.7,103.3,12.67
2021-01-04,08:00:00,98.9853,18.7883,5,3845.22,58.12,23.65,18.36,0.19,100.77,113.88,20.27
2021-01-04,09:00:00,98.9853,18.7883,5,6088.26,98.35,30.85,21.46,1.81,111.6,125.86,20.77
2021-01-04,10:00:00,98.9853,18.7883,5,7263.18,94.77,61.01,16.21,8.49,124.18,138.55,13.81
2021-01-04,11:00:00,98.9853,18.7883,5,2056.12,3.91,34.96,21.22,118.73,99.33,108.61,13.43
2021-01-04,12:00:00,98.9853,18.7883,5,1655.58,1.27,20.22,19.31,174.52,97.11,105.03,12.03
2021-01-04,13:00:00,98.9853,18.7883,5,1562.12,0.87,14.91,17.17,208.86,91.86,98.82,11.4
2021-01-04,14:00:00,98.9853,18.7883,5,2082.82,1.31,19.54,19.07,266.08,110.84,118.02,13.05
2021-01-04,15:00:00,98.9853,18.7883,5,3177.64,1.44,32.56,27.66,383.38,159.92,168.22,18.24
2021-01-04,16:00:00,98.9853,18.7883,5,4272.46,1.37,46.61,36.72,463.49,199.65,208.79,23.56
2021-01-04,17:00:00,98.9853,18.7883,5,6301.88,1.22,83.63,47.21,492.1,248.75,258.82,29.39
2021-01-04,18:00:00,98.9853,18.7883,5,9292.6,0.32,134.35,58.65,411.99,306.08,317.55,34.96
2021-01-04,19:00:00,98.9853,18.7883,5,10253.91,0.0,150.8,58.17,223.16,330.82,343.55,31.67
2021-01-04,20:00:00,98.9853,18.7883,5,9185.79,0.0,159.03,47.21,90.84,289.59,302.98,26.85
2021-01-04,21:00:00,98.9853,18.7883,5,7797.24,0.0,154.91,39.1,32.9,233.32,247.4,26.85
2021-01-04,22:00:00,98.9853,18.7883,5,6408.69,0.75,141.2,33.85,9.21,190.57,205.45,27.87
2021-01-04,23:00:00,98.9853,18.7883,5,5554.2,4.86,126.12,30.99,1.35,164.36,180.26,29.39
2021-01-05,00:00:00,98.9853,18.7883,5,4806.52,7.71,109.67,27.18,0.4,143.94,159.83,28.88
2021-01-05,01:00:00,98.9853,18.7883,5,3898.62,6.37,85.0,19.79,0.45,125.62,140.82,23.81
2021-01-05,02:00:00,98.9853,18.7883,5,3044.13,2.93,56.21,8.58,1.45,109.4,123.54,11.65
2021-01-05,03:00:00,98.9853,18.7883,5,2349.85,2.04,37.36,4.59,1.68,96.43,110.07,7.41
2021-01-05,04:00:00,98.9853,18.7883,5,1869.2,2.49,26.39,3.7,1.15,88.96,102.12,6.14
2021-01-05,05:00:00,98.9853,18.7883,5,1548.77,4.41,19.02,3.7,0.48,83.17,95.86,6.21
2021-01-05,06:00:00,98.9853,18.7883,5,1415.25,7.82,16.45,5.01,0.28,78.33,90.89,8.36
2021-01-05,07:00:00,98.9853,18.7883,5,2002.72,21.23,19.36,9.42,0.04,79.28,92.73,13.55
2021-01-05,08:00:00,98.9853,18.7883,5,3791.81,55.88,23.31,15.5,0.19,85.31,99.57,18.24
2021-01-05,09:00:00,98.9853,18.7883,5,5714.42,91.2,29.13,14.66,2.15,93.55,107.93,13.55
2021-01-05,10:00:00,98.9853,18.7883,5,6408.69,71.53,65.12,11.68,17.52,101.75,115.53,10.39
2021-01-05,11:00:00,98.9853,18.7883,5,1455.31,2.1,18.68,15.02,148.77,77.33,85.92,10.13
2021-01-05,12:00:00,98.9853,18.7883,5,1241.68,0.77,9.08,14.9,197.41,80.5,87.95,9.75
2021-01-05,13:00:00,98.9853,18.7883,5,1174.93,0.56,7.2,13.59,214.58,80.62,86.99,8.87
2021-01-05,14:00:00,98.9853,18.7883,5,1762.39,1.2,17.65,15.74,243.19,95.48,101.95,10.64
2021-01-05,15:00:00,98.9853,18.7883,5,2990.72,1.55,34.62,23.6,354.77,136.35,143.98,16.47
2021-01-05,16:00:00,98.9853,18.7883,5,4272.46,1.41,52.78,31.95,452.04,180.11,188.65,21.53
2021-01-05,17:00:00,98.9853,18.7883,5,6408.69,1.09,91.85,41.49,474.93,224.21,233.44,26.09
2021-01-05,18:00:00,98.9853,18.7883,5,9399.41,0.22,142.57,51.98,366.21,270.76,280.91,30.91
2021-01-05,19:00:00,98.9853,18.7883,5,11215.21,0.0,175.48,58.17,191.69,314.23,325.86,29.64
2021-01-05,20:00:00,98.9853,18.7883,5,10787.96,0.0,194.67,53.41,77.25,299.84,312.82,27.87
2021-01-05,21:00:00,98.9853,18.7883,5,9185.79,0.09,183.7,43.39,21.64,255.61,269.71,27.36
2021-01-05,22:00:00,98.9853,18.7883,5,7263.18,3.3,143.95,31.47,2.17,211.83,227.05,24.32
2021-01-05,23:00:00,98.9853,18.7883,5,5767.82,8.72,101.45,20.27,0.24,178.66,194.65,18.24
2021-01-06,00:00:00,98.9853,18.7883,5,4592.9,11.06,71.29,11.92,0.12,147.94,163.44,12.67
2021-01-06,01:00:00,98.9853,18.7883,5,3471.37,10.06,47.98,7.09,0.12,119.44,134.09,9.25
2021-01-06,02:00:00,98.9853,18.7883,5,2536.77,6.65,33.24,4.95,0.46,100.07,113.99,7.54
2021-01-06,03:00:00,98.9853,18.7883,5,1922.61,3.69,25.36,3.99,1.0,89.96,103.5,6.21
2021-01-06,04:00:00,98.9853,18.7883,5,1535.42,2.52,20.56,3.55,1.43,84.92,98.09,5.38
2021-01-06,05:00:00,98.9853,18.7883,5,1295.09,3.13,16.97,3.49,1.06,79.96,92.53,5.19
2021-01-06,06:00:00,98.9853,18.7883,5,1268.39,5.64,16.97,5.07,0.67,77.27,89.94,7.6
2021-01-06,07:00:00,98.9853,18.7883,5,1976.01,18.55,22.96,10.73,0.08,82.07,95.77,14.31
2021-01-06,08:00:00,98.9853,18.7883,5,3952.03,55.43,29.47,19.79,0.28,91.49,106.59,22.29
2021-01-06,09:00:00,98.9853,18.7883,5,6248.47,95.67,38.73,23.13,2.82,103.15,119.42,22.8
2021-01-06,10:00:00,98.9853,18.7883,5,7370.0,75.1,82.94,16.69,21.46,118.68,134.94,14.57
2021-01-06,11:00:00,98.9853,18.7883,5,2216.34,2.46,28.45,27.18,194.55,121.5,133.81,15.58
2021-01-06,12:00:00,98.9853,18.7883,5,2002.72,0.8,13.37,30.52,266.08,137.6,149.1,14.57
2021-01-06,13:00:00,98.9853,18.7883,5,1789.09,0.59,9.85,33.85,266.08,123.01,132.84,12.79
2021-01-06,14:00:00,98.9853,18.7883,5,2189.64,1.1,18.17,35.29,260.35,127.75,137.07,12.16
2021-01-06,15:00:00,98.9853,18.7883,5,3150.94,1.5,30.5,36.24,306.13,158.66,168.66,14.19
2021-01-06,16:00:00,98.9853,18.7883,5,3898.62,1.55,44.55,41.96,349.05,176.71,186.67,16.72
2021-01-06,17:00:00,98.9853,18.7883,5,5500.79,1.62,81.57,48.16,334.74,194.3,204.23,20.01
2021-01-06,18:00:00,98.9853,18.7883,5,8010.86,0.51,131.61,48.16,208.86,218.85,229.46,21.53
2021-01-06,19:00:00,98.9853,18.7883,5,9078.98,0.0,153.54,37.67,60.08,218.95,230.71,19.51
2021-01-06,20:00:00,98.9853,18.7883,5,8438.11,3.63,143.95,23.84,5.36,193.04,205.48,16.09
2021-01-06,21:00:00,98.9853,18.7883,5,7263.18,12.52,108.3,15.5,0.09,165.97,178.63,13.43
2021-01-06,22:00:00,98.9853,18.7883,5,6195.07,15.65,80.2,11.68,0.05,155.87,168.64,10.77
2021-01-06,23:00:00,98.9853,18.7883,5,5233.76,14.98,61.69,10.01,0.06,145.48,158.01,9.63
2021-01-07,00:00:00,98.9853,18.7883,5,4486.08,19.22,46.61,7.63,0.02,135.67,148.32,8.87
2021-01-07,01:00:00,98.9853,18.7883,5,3685.0,18.55,36.33,6.44,0.01,123.34,135.88,9.37
2021-01-07,02:00:00,98.9853,18.7883,5,2910.61,14.31,32.9,7.99,0.04,115.04,127.81,13.55
2021-01-07,03:00:00,98.9853,18.7883,5,2376.56,10.84,32.22,10.01,0.08,109.68,122.68,17.99
2021-01-07,04:00:00,98.9853,18.7883,5,1976.01,9.05,30.16,11.44,0.11,104.54,117.67,21.53
2021-01-07,05:00:00,98.9853,18.7883,5,1682.28,8.61,27.42,12.4,0.13,99.22,112.23,23.81
2021-01-07,06:00:00,98.9853,18.7883,5,1615.52,10.84,25.71,13.71,0.09,96.83,110.08,25.84
2021-01-07,07:00:00,98.9853,18.7883,5,2269.75,24.81,27.08,17.64,0.01,99.4,113.57,28.88
2021-01-07,08:00:00,98.9853,18.7883,5,4325.87,62.59,31.87,25.99,0.14,107.66,122.88,34.45
2021-01-07,09:00:00,98.9853,18.7883,5,6942.75,104.61,44.55,36.24,1.45,119.41,135.58,41.54
2021-01-07,10:00:00,98.9853,18.7883,5,8224.49,102.82,84.31,41.49,5.99,131.51,147.91,44.58
2021-01-07,11:00:00,98.9853,18.7883,5,1949.31,3.02,38.04,23.84,85.12,97.75,107.19,13.3
2021-01-07,12:00:00,98.9853,18.7883,5,1562.12,1.12,24.68,19.79,117.3,90.35,98.04,11.65
2021-01-07,13:00:00,98.9853,18.7883,5,1415.25,0.63,18.68,15.5,130.18,83.21,89.54,10.13
2021-01-07,14:00:00,98.9853,18.7883,5,1615.52,0.69,23.99,14.54,117.3,80.19,86.02,9.75
2021-01-07,15:00:00,98.9853,18.7883,5,2136.23,0.94,36.33,16.21,100.14,80.85,86.98,10.89
