date,time,longitude,latitude,aqi,co,no,no2,so2,o3,pm2_5,pm10,nh3
2020-11-25,08:00:00,98.9853,18.7883,4,4005.43,74.21,13.54,12.99,0.58,46.81,56.77,11.27
2020-11-25,09:00:00,98.9853,18.7883,5,6462.1,114.44,30.16,13.59,2.84,61.17,72.29,8.36
2020-11-25,10:00:00,98.9853,18.7883,5,7583.62,84.04,93.22,12.64,20.21,74.19,84.86,8.23
2020-11-25,11:00:00,98.9853,18.7883,4,1428.6,2.52,23.99,10.97,128.75,36.0,39.85,7.92
2020-11-25,12:00:00,98.9853,18.7883,4,1068.12,0.92,11.82,9.3,164.51,36.59,39.49,6.4
2020-11-25,13:00:00,98.9853,18.7883,4,1028.06,0.69,9.51,8.58,178.81,39.19,41.86,5.83
2020-11-25,14:00:00,98.9853,18.7883,4,1241.68,0.88,13.88,10.97,197.41,46.63,49.64,7.54
2020-11-25,15:00:00,98.9853,18.7883,5,1682.28,1.05,21.76,14.66,217.44,57.8,61.56,10.13
2020-11-25,16:00:00,98.9853,18.7883,5,2029.42,1.05,29.82,15.97,203.13,60.75,64.98,11.15
2020-11-25,17:00:00,98.9853,18.7883,5,3364.56,1.65,62.38,15.26,123.02,59.77,64.35,11.27
2020-11-25,18:00:00,98.9853,18.7883,5,5447.39,3.49,105.56,15.26,24.32,61.51,66.78,12.29
2020-11-25,19:00:00,98.9853,18.7883,5,6355.29,26.38,90.48,14.31,0.01,63.07,69.61,11.4
2020-11-25,20:00:00,98.9853,18.7883,5,6248.47,44.26,62.38,12.52,0.0,62.51,70.48,9.5
2020-11-25,21:00:00,98.9853,18.7883,5,5554.2,50.07,43.87,11.44,0.0,62.25,71.61,9.5
2020-11-25,22:00:00,98.9853,18.7883,5,4753.11,48.28,34.62,11.21,0.0,62.88,73.62,10.39
2020-11-25,23:00:00,98.9853,18.7883,5,4272.46,46.94,32.9,13.35,0.0,64.09,75.86,14.31
2020-11-26,00:00:00,98.9853,18.7883,5,3952.03,43.81,33.59,15.26,0.0,61.23,73.1,18.49
2020-11-26,01:00:00,98.9853,18.7883,5,3337.86,36.66,30.85,14.54,0.0,55.35,66.39,20.27
2020-11-26,02:00:00,98.9853,18.7883,4,2563.48,27.05,26.05,13.11,0.0,49.28,59.61,21.03
2020-11-26,03:00:00,98.9853,18.7883,4,1922.61,19.45,21.08,11.68,0.01,43.5,53.12,20.52
2020-11-26,04:00:00,98.9853,18.7883,4,1428.6,14.98,16.11,10.37,0.01,39.18,48.08,19.51
2020-11-26,05:00:00,98.9853,18.7883,4,1134.87,13.3,11.48,9.06,0.01,35.52,43.59,17.48
2020-11-26,06:00:00,98.9853,18.7883,4,1148.22,15.42,10.37,10.13,0.02,34.54,42.24,18.75
2020-11-26,07:00:00,98.9853,18.7883,4,1949.31,30.4,13.02,14.66,0.0,39.05,47.56,22.29
2020-11-26,08:00:00,98.9853,18.7883,5,4219.06,70.63,19.71,23.84,0.62,50.51,60.53,28.63
2020-11-26,09:00:00,98.9853,18.7883,5,6835.94,108.18,44.55,33.85,4.25,65.99,77.17,35.47
2020-11-26,10:00:00,98.9853,18.7883,5,8117.68,66.16,131.61,36.72,41.13,89.72,100.9,35.47
2020-11-26,11:00:00,98.9853,18.7883,4,1708.98,2.71,27.08,15.74,151.63,45.31,50.15,12.16
2020-11-26,12:00:00,98.9853,18.7883,4,1335.14,0.95,13.37,13.35,191.69,48.14,52.0,10.13
2020-11-26,13:00:00,98.9853,18.7883,5,1281.74,0.69,11.14,11.92,205.99,52.06,55.61,8.99
2020-11-26,14:00:00,98.9853,18.7883,5,1562.12,0.95,16.79,13.35,220.3,59.42,63.23,9.88
2020-11-26,15:00:00,98.9853,18.7883,5,2136.23,1.23,26.05,15.97,240.33,71.81,76.32,11.91
2020-11-26,16:00:00,98.9853,18.7883,5,2590.18,1.33,35.3,15.97,226.02,73.6,78.36,12.03
2020-11-26,17:00:00,98.9853,18.7883,5,4005.43,1.84,70.6,15.26,133.04,67.92,72.81,12.16
2020-11-26,18:00:00,98.9853,18.7883,5,6248.47,4.08,119.27,16.93,24.32,68.57,74.04,14.31
2020-11-26,19:00:00,98.9853,18.7883,5,7690.43,31.74,111.04,18.12,0.0,73.54,80.46,15.45
2020-11-26,20:00:00,98.9853,18.7883,5,7690.43,53.64,85.0,17.17,0.0,74.93,83.48,14.95
2020-11-26,21:00:00,98.9853,18.7883,5,6835.94,59.9,63.75,16.69,0.0,72.43,82.36,16.09
2020-11-26,22:00:00,98.9853,18.7883,5,5767.82,55.43,51.41,16.93,0.0,69.62,80.71,18.24
2020-11-26,23:00:00,98.9853,18.7883,5,4966.74,50.96,45.24,17.41,0.0,68.09,79.87,20.01
2020-11-27,00:00:00,98.9853,18.7883,5,4219.06,46.05,38.04,15.02,0.0,62.97,74.39,18.49
2020-11-27,01:00:00,98.9853,18.7883,5,3284.45,36.21,28.79,11.21,0.0,54.9,65.37,15.33
2020-11-27,02:00:00,98.9853,18.7883,4,2349.85,25.03,20.91,7.87,0.0,47.85,57.38,12.03
2020-11-27,03:00:00,98.9853,18.7883,4,1708.98,17.43,15.42,5.42,0.02,43.0,51.92,8.04
2020-11-27,04:00:00,98.9853,18.7883,4,1335.14,13.75,11.48,4.05,0.03,40.01,48.34,5.38
2020-11-27,05:00:00,98.9853,18.7883,4,1108.17,12.63,8.48,3.46,0.03,37.45,45.17,4.02
2020-11-27,06:00:00,98.9853,18.7883,4,1121.52,14.53,7.63,3.73,0.02,36.12,43.31,3.8
2020-11-27,07:00:00,98.9853,18.7883,4,1842.5,28.39,9.43,5.66,0.0,39.2,46.55,4.31
2020-11-27,08:00:00,98.9853,18.7883,4,3231.05,52.75,13.54,8.35,0.52,44.01,51.36,4.88
2020-11-27,09:00:00,98.9853,18.7883,4,4539.49,68.84,28.1,10.49,4.34,49.15,56.43,6.4
2020-11-27,10:00:00,98.9853,18.7883,5,4806.52,36.21,73.34,11.56,44.35,55.5,62.68,8.23
2020-11-27,11:00:00,98.9853,18.7883,4,1548.77,2.82,23.31,10.37,138.76,38.5,42.26,7.73
2020-11-27,12:00:00,98.9853,18.7883,4,1255.04,1.15,13.54,9.66,178.81,40.99,44.07,7.35
2020-11-27,13:00:00,98.9853,18.7883,4,1281.74,0.99,13.54,9.54,191.69,41.91,44.84,7.28
2020-11-27,14:00:00,98.9853,18.7883,5,1922.61,1.51,26.73,12.28,214.58,51.34,54.75,9.63
2020-11-27,15:00:00,98.9853,18.7883,5,3124.24,1.66,46.61,16.45,243.19,67.5,71.84,13.43
2020-11-27,16:00:00,98.9853,18.7883,5,4165.65,1.3,66.49,20.03,231.74,75.56,80.48,16.72
2020-11-27,17:00:00,98.9853,18.7883,5,5287.17,1.13,94.59,21.7,151.63,73.38,78.53,17.73
2020-11-27,18:00:00,98.9853,18.7883,5,6675.72,0.76,131.61,20.98,41.13,70.57,76.35,17.48
2020-11-27,19:00:00,98.9853,18.7883,5,7156.37,15.2,123.38,17.88,0.22,69.13,76.11,15.07
2020-11-27,20:00:00,98.9853,18.7883,5,6782.53,33.08,93.22,16.93,0.0,65.69,73.89,14.95
2020-11-27,21:00:00,98.9853,18.7883,5,6195.07,42.92,75.4,20.03,0.0,63.7,73.16,19.76
2020-11-27,22:00:00,98.9853,18.7883,5,5500.79,41.57,67.86,22.17,0.0,65.62,76.48,23.56
2020-11-27,23:00:00,98.9853,18.7883,5,5126.95,40.68,65.8,23.84,0.0,68.87,80.77,26.85
2020-11-28,00:00:00,98.9853,18.7883,5,4753.11,40.23,59.63,22.89,0.0,66.21,78.33,27.61
2020-11-28,01:00:00,98.9853,18.7883,5,3898.62,33.98,48.67,18.84,0.0,58.5,69.8,26.09
2020-11-28,02:00:00,98.9853,18.7883,5,2910.61,24.59,37.36,14.54,0.0,51.43,61.9,23.56
2020-11-28,03:00:00,98.9853,18.7883,4,2162.93,17.21,30.16,11.8,0.02,46.5,56.27,22.55
2020-11-28,04:00:00,98.9853,18.7883,4,1655.58,12.63,24.68,10.37,0.04,42.59,51.89,22.04
2020-11-28,05:00:00,98.9853,18.7883,4,1295.09,10.62,19.19,9.18,0.04,38.92,47.52,20.77
2020-11-28,06:00:00,98.9853,18.7883,4,1174.93,11.96,14.91,8.7,0.03,36.95,45.19,19.0
2020-11-28,07:00:00,98.9853,18.7883,4,1682.28,23.69,13.54,10.25,0.01,39.98,48.8,18.24
2020-11-28,08:00:00,98.9853,18.7883,4,3177.64,53.64,14.91,12.99,0.38,47.1,56.5,16.21
2020-11-28,09:00:00,98.9853,18.7883,5,5073.55,84.94,26.73,14.42,2.62,57.46,67.21,13.93
2020-11-28,10:00:00,98.9853,18.7883,5,6195.07,64.37,82.25,14.07,24.32,71.74,81.37,13.17
2020-11-28,11:00:00,98.9853,18.7883,5,1949.31,3.41,32.56,13.47,154.5,52.5,57.64,10.51
2020-11-28,12:00:00,98.9853,18.7883,5,1508.71,1.08,15.94,12.52,211.72,57.93,61.88,8.99
2020-11-28,13:00:00,98.9853,18.7883,5,1455.31,0.87,14.05,11.33,223.16,56.28,59.6,8.23
2020-11-28,14:00:00,98.9853,18.7883,5,1535.42,0.89,16.97,12.04,226.02,57.23,60.44,8.74
2020-11-28,15:00:00,98.9853,18.7883,5,1628.88,0.72,20.05,12.99,217.44,58.43,61.82,9.25
2020-11-28,16:00:00,98.9853,18.7883,4,1535.42,0.47,21.94,11.21,164.51,46.67,49.86,7.92
2020-11-28,17:00:00,98.9853,18.7883,4,1735.69,0.45,32.22,8.35,88.69,33.08,35.86,6.33
2020-11-28,18:00:00,98.9853,18.7883,4,2429.96,0.28,50.04,7.63,28.61,29.55,32.41,6.78
2020-11-28,19:00:00,98.9853,18.7883,4,2803.8,4.08,52.09,7.33,3.04,30.7,34.03,7.28
2020-11-28,20:00:00,98.9853,18.7883,4,3044.13,15.42,40.78,6.91,0.07,33.71,37.78,6.9
2020-11-28,21:00:00,98.9853,18.7883,4,3044.13,23.92,30.5,6.44,0.0,37.15,42.14,6.78
2020-11-28,22:00:00,98.9853,18.7883,4,2723.69,25.48,23.65,5.96,0.0,39.09,44.88,6.71
2020-11-28,23:00:00,98.9853,18.7883,4,2483.37,26.82,19.54,6.2,0.0,40.06,46.44,7.73
2020-11-29,00:00:00,98.9853,18.7883,4,2269.75,27.27,17.14,6.74,0.0,38.79,45.22,10.01
2020-11-29,01:00:00,98.9853,18.7883,4,1922.61,23.25,15.59,6.97,0.0,36.42,42.66,12.54
2020-11-29,02:00:00,98.9853,18.7883,4,1535.42,17.88,14.57,6.97,0.01,34.87,40.99,14.44
2020-11-29,03:00:00,98.9853,18.7883,4,1268.39,14.75,12.68,5.84,0.02,34.6,40.78,12.41
2020-11-29,04:00:00,98.9853,18.7883,4,1134.87,13.3,10.45,3.79,0.01,35.29,41.4,6.59
2020-11-29,05:00:00,98.9853,18.7883,4,1041.41,11.51,9.94,3.13,0.01,35.3,40.95,4.75
2020-11-29,06:00:00,98.9853,18.7883,4,1068.12,14.19,7.71,2.89,0.01,36.13,41.82,3.61
2020-11-29,07:00:00,98.9853,18.7883,4,1575.47,25.48,7.8,4.17,0.0,39.46,45.74,3.61
2020-11-29,08:00:00,98.9853,18.7883,4,2937.32,51.86,10.45,6.5,0.26,45.65,52.5,4.5
2020-11-29,09:00:00,98.9853,18.7883,5,4325.87,74.21,19.36,7.87,2.15,51.88,58.84,5.76
2020-11-29,10:00:00,98.9853,18.7883,5,4592.9,50.96,54.15,7.99,21.46,56.56,63.0,7.16
2020-11-29,11:00:00,98.9853,18.7883,4,834.47,1.63,10.8,5.84,98.71,30.84,33.03,4.24
2020-11-29,12:00:00,98.9853,18.7883,4,620.84,0.59,5.1,4.77,113.01,31.29,32.82,3.26
2020-11-29,13:00:00,98.9853,18.7883,4,587.46,0.44,4.28,4.17,114.44,32.39,33.74,2.72
2020-11-29,14:00:00,98.9853,18.7883,4,714.3,0.7,7.54,5.72,117.3,35.37,36.93,3.8
2020-11-29,15:00:00,98.9853,18.7883,4,974.66,0.94,12.85,7.99,124.45,40.38,42.45,5.64
2020-11-29,16:00:00,98.9853,18.7883,4,1214.98,0.89,17.99,8.82,117.3,42.53,44.98,6.46
2020-11-29,17:00:00,98.9853,18.7883,4,2536.77,1.36,48.67,9.78,70.81,48.33,51.42,8.36
2020-11-29,18:00:00,98.9853,18.7883,5,4379.27,2.88,85.68,11.68,14.13,57.12,61.05,11.27
2020-11-29,19:00:00,98.9853,18.7883,5,5393.98,19.45,82.94,13.23,0.04,63.82,68.74,13.55
2020-11-29,20:00:00,98.9853,18.7883,5,5073.55,27.05,68.55,13.83,0.0,63.66,69.21,15.2
2020-11-29,21:00:00,98.9853,18.7883,5,4379.27,28.61,56.21,14.42,0.0,61.21,67.28,17.48
2020-11-29,22:00:00,98.9853,18.7883,5,3898.62,29.5,48.67,15.5,0.0,61.28,68.16,20.27
2020-11-29,23:00:00,98.9853,18.7883,5,3631.59,30.85,43.87,16.21,0.0,61.79,69.31,22.55
2020-11-30,00:00:00,98.9853,18.7883,5,3257.75,29.95,38.39,14.9,0.0,58.33,65.84,22.29
2020-11-30,01:00:00,98.9853,18.7883,5,2643.59,25.26,30.5,12.28,0.0,52.75,59.78,20.01
2020-11-30,02:00:00,98.9853,18.7883,4,1976.01,17.43,24.68,9.78,0.03,47.87,54.5,16.97
2020-11-30,03:00:00,98.9853,18.7883,4,1468.66,11.18,20.56,7.57,0.11,44.26,50.53,13.81
2020-11-30,04:00:00,98.9853,18.7883,4,1134.87,8.61,15.94,5.96,0.13,41.67,47.59,10.89
2020-11-30,05:00:00,98.9853,18.7883,4,947.95,8.49,11.14,4.83,0.1,39.45,44.89,8.23
2020-11-30,06:00:00,98.9853,18.7883,4,974.66,11.18,9.43,4.83,0.07,39.05,44.26,7.09
2020-11-30,07:00:00,98.9853,18.7883,4,1695.63,25.48,10.97,6.86,0.01,44.0,49.84,7.54
2020-11-30,08:00:00,98.9853,18.7883,5,3524.78,61.69,14.22,10.01,0.23,53.4,60.23,8.23
2020-11-30,09:00:00,98.9853,18.7883,5,5393.98,94.77,21.08,11.56,1.48,62.1,69.51,9.37
2020-11-30,10:00:00,98.9853,18.7883,5,5661.01,77.78,50.04,11.21,10.01,66.05,73.11,10.01
2020-11-30,11:00:00,98.9853,18.7883,4,881.2,2.6,14.4,6.97,77.25,27.28,29.6,5.07
2020-11-30,12:00:00,98.9853,18.7883,3,594.14,0.81,7.2,5.19,91.55,21.16,22.72,3.71
2020-11-30,13:00:00,98.9853,18.7883,2,507.36,0.54,5.83,4.17,85.83,17.72,19.02,2.91
2020-11-30,14:00:00,98.9853,18.7883,2,547.41,0.78,7.28,4.77,81.54,16.7,18.06,3.33
2020-11-30,15:00:00,98.9853,18.7883,2,660.9,1.17,9.68,5.84,84.4,17.43,19.02,4.18
2020-11-30,16:00:00,98.9853,18.7883,2,747.68,1.36,11.65,5.66,83.69,16.89,18.49,4.18
2020-11-30,17:00:00,98.9853,18.7883,2,1121.52,1.62,21.59,5.6,65.09,16.56,18.13,4.37
2020-11-30,18:00:00,98.9853,18.7883,2,1735.69,0.37,39.07,6.68,31.11,17.82,19.6,5.38
2020-11-30,19:00:00,98.9853,18.7883,2,2029.42,0.71,44.55,7.39,11.27,19.3,21.53,6.46
2020-11-30,20:00:00,98.9853,18.7883,3,2002.72,2.68,39.76,7.27,3.84,20.42,23.2,7.09
2020-11-30,21:00:00,98.9853,18.7883,3,1949.31,6.04,33.59,7.27,0.86,22.09,25.51,7.85
2020-11-30,22:00:00,98.9853,18.7883,3,1895.9,9.28,28.1,7.21,0.23,24.16,28.18,8.36
2020-11-30,23:00:00,98.9853,18.7883,4,2082.82,16.54,23.99,7.15,0.04,27.39,32.17,8.99
2020-12-01,00:00:00,98.9853,18.7883,4,2162.93,21.91,20.22,5.96,0.01,28.45,33.64,8.74
2020-12-01,01:00:00,98.9853,18.7883,4,1842.5,19.45,16.79,4.59,0.01,26.74,31.81,8.11
2020-12-01,02:00:00,98.9853,18.7883,3,1388.55,13.41,14.4,3.82,0.07,24.82,29.66,7.79
2020-12-01,03:00:00,98.9853,18.7883,3,1041.41,8.61,13.2,3.55,0.21,23.53,28.14,7.85
2020-12-01,04:00:00,98.9853,18.7883,3,841.14,6.26,11.82,3.58,0.35,23.06,27.67,8.04
2020-12-01,05:00:00,98.9853,18.7883,3,747.68,5.87,10.54,3.73,0.41,22.68,27.23,7.98
2020-12-01,06:00:00,98.9853,18.7883,3,847.82,7.6,11.65,4.41,0.36,23.41,28.08,8.23
2020-12-01,07:00:00,98.9853,18.7883,4,1615.52,20.34,15.94,7.03,0.05,28.45,33.88,9.63
2020-12-01,08:00:00,98.9853,18.7883,4,3471.37,54.54,18.85,10.49,0.72,37.8,44.38,10.89
2020-12-01,09:00:00,98.9853,18.7883,4,5180.36,81.36,29.82,11.56,4.2,46.82,53.81,11.27
2020-12-01,10:00:00,98.9853,18.7883,5,5180.36,48.73,67.17,10.61,31.83,52.62,58.98,9.88
2020-12-01,11:00:00,98.9853,18.7883,3,761.03,1.93,10.11,6.38,95.84,22.57,24.62,4.69
2020-12-01,12:00:00,98.9853,18.7883,3,567.44,0.82,5.36,5.25,111.58,22.21,23.78,3.8
2020-12-01,13:00:00,98.9853,18.7883,3,507.36,0.65,4.33,4.41,111.58,21.46,22.84,3.2
2020-12-01,14:00:00,98.9853,18.7883,3,547.41,0.85,5.57,4.89,108.72,21.4,22.82,3.45
2020-12-01,15:00:00,98.9853,18.7883,3,687.6,1.2,8.82,6.2,110.15,23.51,25.22,4.43
2020-12-01,16:00:00,98.9853,18.7883,3,854.49,1.44,13.2,6.97,105.86,24.48,26.42,5.07
2020-12-01,17:00:00,98.9853,18.7883,4,2616.88,5.2,54.15,10.37,53.64,32.77,35.57,7.98
2020-12-01,18:00:00,98.9853,18.7883,4,5287.17,25.71,89.11,14.42,3.0,46.25,50.45,11.65
2020-12-01,19:00:00,98.9853,18.7883,5,6729.13,60.8,76.08,15.97,0.0,57.26,63.2,13.93
2020-12-01,20:00:00,98.9853,18.7883,5,6835.94,73.31,64.43,15.5,0.0,63.37,70.94,15.2
2020-12-01,21:00:00,98.9853,18.7883,5,6088.26,69.74,53.47,15.02,0.0,64.65,73.62,16.47
2020-12-01,22:00:00,98.9853,18.7883,5,5073.55,59.9,44.55,15.26,0.0,62.96,73.21,17.99
2020-12-01,23:00:00,98.9853,18.7883,5,4272.46,52.3,38.73,15.97,0.0,60.55,71.62,19.25
2020-12-02,00:00:00,98.9853,18.7883,5,3631.59,45.6,33.24,14.42,0.0,55.54,66.38,18.49
2020-12-02,01:00:00,98.9853,18.7883,4,2803.8,34.42,26.73,11.68,0.0,49.37,59.28,16.97
2020-12-02,02:00:00,98.9853,18.7883,4,2002.72,23.02,21.08,9.42,0.01,43.55,52.63,15.45
2020-12-02,03:00:00,98.9853,18.7883,4,1428.6,15.2,16.79,7.75,0.03,39.89,48.4,14.06
2020-12-02,04:00:00,98.9853,18.7883,4,1094.82,11.4,13.02,6.44,0.05,38.06,46.21,12.16
2020-12-02,05:00:00,98.9853,18.7883,4,921.25,9.95,10.8,6.62,0.08,36.98,44.67,12.54
2020-12-02,06:00:00,98.9853,18.7883,4,988.01,11.62,11.48,8.58,0.08,37.32,44.9,15.58
2020-12-02,07:00:00,98.9853,18.7883,4,1762.39,25.03,14.74,13.11,0.01,42.37,50.99,19.76
2020-12-02,08:00:00,98.9853,18.7883,5,3791.81,60.8,20.91,21.22,0.78,52.98,62.88,25.08
2020-12-02,09:00:00,98.9853,18.7883,5,6088.26,92.98,41.13,29.8,5.01,66.5,77.33,30.65
2020-12-02,10:00:00,98.9853,18.7883,5,6942.75,58.12,108.3,31.47,42.2,88.34,99.06,29.89
2020-12-02,11:00:00,98.9853,18.7883,4,1308.44,2.65,21.25,12.99,124.45,47.47,51.9,10.01
2020-12-02,12:00:00,98.9853,18.7883,4,1028.06,1.1,11.82,11.56,158.79,47.74,51.18,8.61
2020-12-02,13:00:00,98.9853,18.7883,5,1041.41,0.82,9.94,11.21,183.11,53.61,56.76,8.36
2020-12-02,14:00:00,98.9853,18.7883,5,1628.88,1.48,20.91,13.83,211.72,68.92,72.57,10.39
2020-12-02,15:00:00,98.9853,18.7883,5,2750.4,1.93,38.73,18.84,260.35,95.81,100.6,14.19
2020-12-02,16:00:00,98.9853,18.7883,5,3845.22,1.72,57.58,24.56,300.41,126.22,131.82,17.48
2020-12-02,17:00:00,98.9853,18.7883,5,5607.61,1.1,98.71,30.99,271.8,148.79,155.03,21.28
2020-12-02,18:00:00,98.9853,18.7883,5,8331.3,0.1,160.4,39.1,155.93,175.99,183.22,26.09
2020-12-02,19:00:00,98.9853,18.7883,5,9826.66,0.0,216.6,44.82,50.07,193.56,202.54,30.15
2020-12-02,20:00:00,98.9853,18.7883,5,9506.23,5.03,224.83,42.44,4.07,176.61,186.75,31.67
2020-12-02,21:00:00,98.9853,18.7883,5,8331.3,15.87,189.19,37.19,0.02,154.36,165.31,31.16
2020-12-02,22:00:00,98.9853,18.7883,5,6782.53,20.56,141.2,29.8,0.01,133.42,145.42,27.87
2020-12-02,23:00:00,98.9853,18.7883,5,5714.42,25.48,106.93,25.27,0.0,118.43,131.24,26.35
2020-12-03,00:00:00,98.9853,18.7883,5,4966.74,28.16,86.37,22.89,0.0,104.77,117.47,26.35
2020-12-03,01:00:00,98.9853,18.7883,5,4058.84,25.71,66.49,19.31,0.0,89.54,101.43,25.33
2020-12-03,02:00:00,98.9853,18.7883,5,3177.64,20.56,51.41,16.45,0.01,79.61,91.15,24.57
2020-12-03,03:00:00,98.9853,18.7883,5,2483.37,16.09,40.44,14.66,0.01,73.74,85.16,24.57
2020-12-03,04:00:00,98.9853,18.7883,5,2002.72,13.86,31.87,13.47,0.02,69.36,80.55,24.07
2020-12-03,05:00:00,98.9853,18.7883,5,1562.12,13.19,20.91,9.54,0.02,63.38,73.98,16.97
2020-12-03,06:00:00,98.9853,18.7883,5,1415.25,15.42,14.4,7.57,0.02,60.9,71.28,11.91
2020-12-03,07:00:00,98.9853,18.7883,5,2109.53,29.95,14.4,9.54,0.0,66.16,77.46,11.65
2020-12-03,08:00:00,98.9853,18.7883,5,4058.84,67.95,17.65,12.99,0.22,75.15,87.16,11.27
2020-12-03,09:00:00,98.9853,18.7883,5,6355.29,110.87,25.36,14.19,1.27,86.17,98.41,9.63
2020-12-03,10:00:00,98.9853,18.7883,5,7797.24,118.02,55.52,13.95,4.65,98.13,110.03,9.5
2020-12-03,11:00:00,98.9853,18.7883,5,1815.8,4.81,37.7,14.66,82.97,58.82,64.43,9.5
2020-12-03,12:00:00,98.9853,18.7883,5,1214.98,1.45,21.08,11.92,115.87,52.15,56.14,7.09
2020-12-03,13:00:00,98.9853,18.7883,4,961.3,0.73,14.22,9.3,114.44,45.83,48.71,4.81
2020-12-03,14:00:00,98.9853,18.7883,4,1348.5,1.57,24.33,10.01,95.84,47.47,50.26,5.57
2020-12-03,15:00:00,98.9853,18.7883,5,2189.64,3.07,39.76,12.4,94.41,55.83,59.05,7.85
2020-12-03,16:00:00,98.9853,18.7883,5,2857.21,3.35,51.41,14.66,94.41,61.35,64.67,9.75
2020-12-03,17:00:00,98.9853,18.7883,5,4005.43,2.91,81.57,18.6,60.08,66.94,70.42,12.41
2020-12-03,18:00:00,98.9853,18.7883,5,5607.61,10.28,109.67,21.94,5.99,76.6,80.8,14.44
2020-12-03,19:00:00,98.9853,18.7883,5,6088.26,29.5,93.22,21.22,0.01,84.79,90.02,12.92
2020-12-03,20:00:00,98.9853,18.7883,5,5714.42,36.21,78.14,18.36,0.0,90.42,96.63,10.39
2020-12-03,21:00:00,98.9853,18.7883,5,5447.39,41.57,65.12,15.5,0.0,95.76,103.0,9.63
2020-12-03,22:00:00,98.9853,18.7883,5,5180.36,46.49,52.78,13.23,0.0,100.15,108.48,9.37
2020-12-03,23:00:00,98.9853,18.7883,5,4913.33,50.96,44.55,13.83,0.0,102.49,111.5,11.78
2020-12-04,00:00:00,98.9853,18.7883,5,4753.11,51.41,44.55,16.45,0.0,102.2,111.31,16.09
2020-12-04,01:00:00,98.9853,18.7883,5,4379.27,42.92,49.35,17.41,0.0,100.33,109.21,18.75
2020-12-04,02:00:00,98.9853,18.7883,5,3791.81,32.63,48.67,16.45,0.0,96.65,105.28,19.76
2020-12-04,03:00:00,98.9853,18.7883,5,3097.53,24.81,42.16,14.42,0.0,92.03,100.29,19.25
2020-12-04,04:00:00,98.9853,18.7883,5,2510.07,19.22,32.22,11.21,0.01,86.95,94.74,15.71
2020-12-04,05:00:00,98.9853,18.7883,5,2002.72,14.98,23.65,8.94,0.02,81.08,88.75,13.3
2020-12-04,06:00:00,98.9853,18.7883,5,1815.8,14.98,20.74,10.37,0.03,76.12,83.91,16.21
2020-12-04,07:00:00,98.9853,18.7883,5,2456.67,28.61,21.42,14.78,0.0,77.96,86.56,20.01
2020-12-04,08:00:00,98.9853,18.7883,5,4592.9,67.06,28.1,23.37,0.28,86.42,96.07,25.59
2020-12-04,09:00:00,98.9853,18.7883,5,7370.0,109.97,45.93,33.85,1.88,99.22,109.8,33.44
2020-12-04,10:00:00,98.9853,18.7883,5,8972.17,107.29,95.96,41.01,7.06,114.05,124.75,38.51
2020-12-04,11:00:00,98.9853,18.7883,5,7370.0,39.34,141.2,33.85,43.27,117.22,125.95,28.88
2020-12-04,12:00:00,98.9853,18.7883,5,4966.74,8.05,97.33,22.65,138.76,108.22,114.5,15.45
2020-12-04,13:00:00,98.9853,18.7883,5,2990.72,2.99,45.24,15.5,175.95,80.27,84.53,9.12
2020-12-04,14:00:00,98.9853,18.7883,5,1895.9,1.82,27.08,14.31,154.5,64.11,67.57,6.84
2020-12-04,15:00:00,98.9853,18.7883,5,1535.42,1.43,23.99,14.54,121.59,57.09,60.28,5.7
2020-12-04,16:00:00,98.9853,18.7883,4,1295.09,0.91,22.62,14.19,92.98,48.19,51.12,4.5
2020-12-04,17:00:00,98.9853,18.7883,4,1815.8,0.56,37.7,14.07,58.65,45.05,48.07,4.94
2020-12-04,18:00:00,98.9853,18.7883,4,3017.43,0.74,65.8,15.5,18.42,49.1,52.72,7.09
2020-12-04,19:00:00,98.9853,18.7883,5,3631.59,5.14,74.03,16.93,2.44,53.85,58.28,8.99
2020-12-04,20:00:00,98.9853,18.7883,5,3685.0,9.16,69.23,17.17,0.63,56.99,62.26,9.88
2020-12-04,21:00:00,98.9853,18.7883,5,3578.19,12.52,62.38,16.45,0.21,60.03,66.13,10.64
2020-12-04,22:00:00,98.9853,18.7883,5,3391.27,15.87,54.84,15.97,0.08,64.17,71.25,11.15
2020-12-04,23:00:00,98.9853,18.7883,5,3231.05,19.0,47.3,15.74,0.04,66.74,74.45,11.02
2020-12-05,00:00:00,98.9853,18.7883,5,2990.72,19.67,42.5,14.07,0.03,66.02,73.61,10.13
2020-12-05,01:00:00,98.9853,18.7883,5,2536.77,14.75,38.04,11.33,0.08,63.39,70.46,8.87
2020-12-05,02:00:00,98.9853,18.7883,5,2109.53,9.72,32.56,8.94,0.17,62.26,69.04,8.23
2020-12-05,03:00:00,98.9853,18.7883,5,1762.39,6.2,28.79,7.75,0.46,62.22,68.83,8.11
2020-12-05,04:00:00,98.9853,18.7883,5,1468.66,3.21,26.05,7.45,1.34,61.39,67.77,8.23
2020-12-05,05:00:00,98.9853,18.7883,5,1308.44,1.59,24.33,7.51,2.79,61.33,67.54,8.11
2020-12-05,06:00:00,98.9853,18.7883,5,1281.74,1.93,23.65,7.27,2.75,62.12,68.39,7.66
2020-12-05,07:00:00,98.9853,18.7883,5,1735.69,10.06,25.02,7.99,0.42,66.06,72.8,7.6
2020-12-05,08:00:00,98.9853,18.7883,5,2883.91,30.85,26.73,9.66,0.84,69.72,76.68,8.23
